shipment_sk,shipment_id,order_id,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,shipped_at_sk,delivered_at_sk,carrier,tracking_number,status,shipping_fee
9928,9000009927,1000009927,1258,2,4,4,4,530260,530260,531700,PICKUP,-1,DELIVERED,0.0
9929,9000009928,1000009928,694,2,3,3,3,894962,894962,896402,PICKUP,-1,DELIVERED,0.0
9930,9000009929,1000009929,548,1,-1,-1,737,1122444,1123884,1128204,Correo Argentino,TRK-OHDF0WNV9F,DELIVERED,1200.0
9931,9000009930,1000009930,725,1,-1,-1,2997,613755,615195,620955,Correo Argentino,TRK-NEEAYIVY7S,SHIPPED,1200.0
9932,9000009931,1000009931,843,2,4,4,4,1189194,1189194,1190634,PICKUP,-1,SHIPPED,0.0
9933,9000009932,1000009932,181,1,-1,-1,414,797495,798935,803255,Correo Argentino,TRK-VDSEYOA05Q,DELIVERED,1200.0
9934,9000009933,1000009933,881,2,1,1,1,1008745,1008745,1010185,PICKUP,-1,DELIVERED,0.0
9935,9000009934,1000009934,813,1,-1,-1,2211,835875,837315,843075,Correo Argentino,TRK-GF566I2BS1,DELIVERED,900.0
9936,9000009935,1000009935,1245,1,-1,-1,431,765125,766565,773765,Correo Argentino,TRK-1PBAKVSCZW,DELIVERED,1500.0
9937,9000009936,1000009936,183,1,-1,-1,2387,1215731,1217171,1222931,Correo Argentino,TRK-1HHJPZCGY9,DELIVERED,1200.0
9938,9000009937,1000009937,1266,1,-1,-1,1236,603556,604996,609316,Correo Argentino,TRK-Y9A1IVS31E,DELIVERED,900.0
9939,9000009938,1000009938,1287,1,-1,-1,2096,458202,459642,463962,Correo Argentino,TRK-XJICWMI6W2,SHIPPED,1200.0
9940,9000009939,1000009939,773,1,-1,-1,2791,765675,767115,771435,Correo Argentino,TRK-888RFKYFJZ,SHIPPED,900.0
9941,9000009940,1000009940,829,2,2,2,2,1183550,1183550,1184990,PICKUP,-1,DELIVERED,0.0
9942,9000009941,1000009941,666,2,4,4,4,904663,904663,906103,PICKUP,-1,DELIVERED,0.0
9943,9000009942,1000009942,331,1,-1,-1,1095,821733,823173,826053,Correo Argentino,TRK-H58O6C2QHX,SHIPPED,900.0
9944,9000009943,1000009943,1457,2,2,2,2,468028,468028,469468,PICKUP,-1,DELIVERED,0.0
9945,9000009944,1000009944,763,1,-1,-1,3172,881535,882975,885855,Correo Argentino,TRK-7IT2D8PZX2,READY,1200.0
9946,9000009945,1000009945,149,2,3,3,3,1217177,1217177,1218617,PICKUP,-1,DELIVERED,0.0
9947,9000009946,1000009946,1003,1,-1,-1,184,1269874,1271314,1274194,Correo Argentino,TRK-27UIFMGX52,DELIVERED,1500.0
9948,9000009947,1000009947,1039,2,1,1,1,1094327,1094327,1095767,PICKUP,-1,DELIVERED,0.0
9949,9000009948,1000009948,1415,1,-1,-1,474,361650,363090,365970,Correo Argentino,TRK-O9AVSDJ46X,DELIVERED,900.0
9950,9000009949,1000009949,292,1,-1,-1,820,577236,578676,584436,Correo Argentino,TRK-SEIIOPJJ5C,DELIVERED,1200.0
9951,9000009950,1000009950,405,1,-1,-1,3033,891079,892519,898279,Correo Argentino,TRK-K08K02MAXI,SHIPPED,0.0
9952,9000009951,1000009951,157,2,1,1,1,809874,809874,811314,PICKUP,-1,SHIPPED,0.0
9953,9000009952,1000009952,236,1,-1,-1,773,1084643,1086083,1088963,Correo Argentino,TRK-R1UMYMG116,DELIVERED,900.0
9954,9000009953,1000009953,1178,2,4,4,4,487444,487444,488884,PICKUP,-1,DELIVERED,0.0
9955,9000009954,1000009954,819,2,3,3,3,986953,986953,988393,PICKUP,-1,DELIVERED,0.0
9956,9000009955,1000009955,550,1,-1,-1,3063,725747,727187,734387,Correo Argentino,TRK-F20Y5BEC87,DELIVERED,900.0
9957,9000009956,1000009956,1430,1,-1,-1,2414,1082957,1084397,1090157,Correo Argentino,TRK-F6854H7G63,DELIVERED,1200.0
9958,9000009957,1000009957,1356,1,-1,-1,2140,989547,990987,993867,Correo Argentino,TRK-7LSIIDFN6V,DELIVERED,1200.0
9959,9000009958,1000009958,868,1,-1,-1,1267,896792,898232,903992,Correo Argentino,TRK-5OFU1HI1G4,DELIVERED,1200.0
9960,9000009959,1000009959,586,1,-1,-1,3074,1087269,1088709,1095909,Correo Argentino,TRK-RERQ0S9GH5,DELIVERED,1200.0
9961,9000009960,1000009960,401,1,-1,-1,2326,449943,451383,458583,Correo Argentino,TRK-3T9EM7HJTZ,DELIVERED,1500.0
9962,9000009961,1000009961,1161,1,-1,-1,1255,1157946,1159386,1162266,Correo Argentino,TRK-TWYKHK82AV,DELIVERED,1500.0
9963,9000009962,1000009962,1077,1,-1,-1,3177,591361,592801,597121,Correo Argentino,TRK-QTV78IGNET,DELIVERED,900.0
9964,9000009963,1000009963,1145,2,4,4,4,721426,721426,722866,PICKUP,-1,DELIVERED,0.0
9965,9000009964,1000009964,971,2,4,4,4,1202004,1202004,1203444,PICKUP,-1,SHIPPED,0.0
9966,9000009965,1000009965,473,1,-1,-1,2408,371765,373205,376085,Correo Argentino,TRK-1D15IX3FZI,SHIPPED,1200.0
9967,9000009966,1000009966,749,1,-1,-1,1747,758067,759507,763827,Correo Argentino,TRK-KUUCU8Z9JO,SHIPPED,0.0
9968,9000009967,1000009967,1261,2,2,2,2,1042505,1042505,1043945,PICKUP,-1,SHIPPED,0.0
9969,9000009968,1000009968,1074,1,-1,-1,861,922151,923591,930791,Correo Argentino,TRK-IRXTB62NP0,DELIVERED,1200.0
9970,9000009969,1000009969,998,1,-1,-1,2210,702818,704258,708578,Correo Argentino,TRK-SD15QOWVUJ,SHIPPED,900.0
9971,9000009970,1000009970,861,1,-1,-1,180,530713,532153,536473,Correo Argentino,TRK-V41ECHJ9XR,DELIVERED,1200.0
9972,9000009971,1000009971,597,1,-1,-1,876,685680,687120,694320,Correo Argentino,TRK-U7ZKXCZA2O,DELIVERED,0.0
9973,9000009972,1000009972,558,1,-1,-1,131,1041611,1043051,1047371,Correo Argentino,TRK-ZWLGFUSVPA,SHIPPED,1200.0
9974,9000009973,1000009973,651,1,-1,-1,777,451178,452618,456938,Correo Argentino,TRK-9IUYLKTU1D,SHIPPED,1200.0
9975,9000009974,1000009974,839,2,4,4,4,718630,718630,720070,PICKUP,-1,DELIVERED,0.0
9976,9000009975,1000009975,1361,2,2,2,2,851045,851045,852485,PICKUP,-1,DELIVERED,0.0
9977,9000009976,1000009976,1048,1,-1,-1,822,622454,623894,631094,Correo Argentino,TRK-DQ4ROSNFDL,DELIVERED,0.0
9978,9000009977,1000009977,420,1,-1,-1,1593,516068,517508,523268,Correo Argentino,TRK-E4NE2SVDUF,SHIPPED,900.0
9979,9000009978,1000009978,1136,2,1,1,1,394431,394431,395871,PICKUP,-1,DELIVERED,0.0
9980,9000009979,1000009979,665,2,1,1,1,395455,395455,396895,PICKUP,-1,DELIVERED,0.0
9981,9000009980,1000009980,1244,1,-1,-1,1228,771538,772978,777298,Correo Argentino,TRK-9M9CI751YK,DELIVERED,1200.0
9982,9000009981,1000009981,413,1,-1,-1,949,614825,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
9983,9000009982,1000009982,61,1,-1,-1,3054,898469,899909,905669,Correo Argentino,TRK-CGCWE8TTPY,DELIVERED,0.0
9984,9000009983,1000009983,995,1,-1,-1,1033,1234762,1236202,1243402,Correo Argentino,TRK-DU5V003O6W,SHIPPED,1500.0
9985,9000009984,1000009984,566,2,3,3,3,837151,837151,838591,PICKUP,-1,DELIVERED,0.0
9986,9000009985,1000009985,739,1,-1,-1,1844,700901,702341,706661,Correo Argentino,TRK-0QG84C3Z66,DELIVERED,1500.0
9987,9000009986,1000009986,400,2,3,3,3,756991,756991,758431,PICKUP,-1,DELIVERED,0.0
9988,9000009987,1000009987,613,2,1,1,1,470367,470367,471807,PICKUP,-1,DELIVERED,0.0
9989,9000009988,1000009988,632,1,-1,-1,2613,595849,597289,600169,Correo Argentino,TRK-R1UOQRDODO,DELIVERED,1200.0
9990,9000009989,1000009989,233,1,-1,-1,1701,416126,417566,420446,Correo Argentino,TRK-QZC8BB28NQ,DELIVERED,1500.0
9991,9000009990,1000009990,1104,1,-1,-1,1745,426706,428146,433906,Correo Argentino,TRK-224T73R2DD,DELIVERED,900.0
9992,9000009991,1000009991,101,1,-1,-1,2955,1136568,1138008,1145208,Correo Argentino,TRK-U1FYK60H26,DELIVERED,1200.0
9993,9000009992,1000009992,1025,1,-1,-1,1002,578212,579652,582532,Correo Argentino,TRK-0U1CF2VD2L,SHIPPED,900.0
9994,9000009993,1000009993,1467,1,-1,-1,1679,1003612,1005052,1007932,Correo Argentino,TRK-BI8LPVBSTP,DELIVERED,1500.0
9995,9000009994,1000009994,946,1,-1,-1,605,581007,582447,585327,Correo Argentino,TRK-3GXQFEU4AP,DELIVERED,900.0
9996,9000009995,1000009995,1229,2,3,3,3,892456,892456,893896,PICKUP,-1,DELIVERED,0.0
9997,9000009996,1000009996,1477,2,4,4,4,982202,982202,983642,PICKUP,-1,DELIVERED,0.0
9998,9000009997,1000009997,341,1,-1,-1,2904,1076619,1078059,1080939,Correo Argentino,TRK-CGGSXPTAQ5,DELIVERED,900.0
9999,9000009998,1000009998,1392,1,-1,-1,2586,967746,969186,972066,Correo Argentino,TRK-CLUKZBMGFT,DELIVERED,1200.0
10000,9000009999,1000009999,1500,1,-1,-1,125,576371,577811,580691,Correo Argentino,TRK-TV4BFVR5OL,DELIVERED,1500.0
10001,9000010000,1000010000,564,2,4,4,4,940206,940206,941646,PICKUP,-1,DELIVERED,0.0
10002,9000010001,1000010001,595,1,-1,-1,2132,423858,425298,432498,Correo Argentino,TRK-GNFMMXJOZE,DELIVERED,1500.0
10003,9000010002,1000010002,893,1,-1,-1,2354,752797,754237,761437,Correo Argentino,TRK-WF4RT1NID5,SHIPPED,900.0
10004,9000010003,1000010003,760,2,2,2,2,467111,467111,468551,PICKUP,-1,DELIVERED,0.0
10005,9000010004,1000010004,1223,1,-1,-1,987,575847,577287,581607,Correo Argentino,TRK-PXK3PU7NMR,SHIPPED,0.0
10006,9000010005,1000010005,981,2,1,1,1,671048,671048,672488,PICKUP,-1,DELIVERED,0.0
10007,9000010006,1000010006,392,2,3,3,3,827818,827818,829258,PICKUP,-1,DELIVERED,0.0
10008,9000010007,1000010007,624,1,-1,-1,3031,635017,636457,640777,Correo Argentino,TRK-OHXVITNUCH,SHIPPED,1200.0
10009,9000010008,1000010008,375,1,-1,-1,2204,929205,930645,934965,Correo Argentino,TRK-BLHDAYO1BC,DELIVERED,0.0
10010,9000010009,1000010009,514,1,-1,-1,1626,414903,416343,420663,Correo Argentino,TRK-BFZMA5GNRG,DELIVERED,900.0
10011,9000010010,1000010010,295,2,3,3,3,616948,616948,618388,PICKUP,-1,DELIVERED,0.0
10012,9000010011,1000010011,1173,1,-1,-1,3101,373219,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
10013,9000010012,1000010012,1493,2,3,3,3,583591,583591,585031,PICKUP,-1,READY,0.0
10014,9000010013,1000010013,712,1,-1,-1,1121,966648,968088,970968,Correo Argentino,TRK-XP80KF0KX6,DELIVERED,0.0
10015,9000010014,1000010014,1455,1,-1,-1,2200,717080,718520,724280,Correo Argentino,TRK-EIMA6X2QPM,SHIPPED,900.0
10016,9000010015,1000010015,691,1,-1,-1,305,924987,926427,929307,Correo Argentino,TRK-9IFVJQE5SU,DELIVERED,900.0
10017,9000010016,1000010016,1445,2,2,2,2,699407,699407,700847,PICKUP,-1,DELIVERED,0.0
10018,9000010017,1000010017,1451,2,3,3,3,613175,613175,614615,PICKUP,-1,DELIVERED,0.0
10019,9000010018,1000010018,236,1,-1,-1,2514,997438,998878,1001758,Correo Argentino,TRK-Y4QZSHK64U,DELIVERED,1200.0
10020,9000010019,1000010019,49,1,-1,-1,2642,1163069,1164509,1171709,Correo Argentino,TRK-20N1XUOVCX,SHIPPED,1200.0
10021,9000010020,1000010020,935,1,-1,-1,1650,675565,677005,685645,Correo Argentino,TRK-FW2UBBCDHV,DELIVERED,900.0
10022,9000010021,1000010021,1364,1,-1,-1,2685,442856,444296,451496,Correo Argentino,TRK-URUSH1Y74X,SHIPPED,1200.0
10023,9000010022,1000010022,903,1,-1,-1,2127,634839,636279,639159,Correo Argentino,TRK-NP4BFUM86A,DELIVERED,0.0
10024,9000010023,1000010023,966,1,-1,-1,2588,1016582,1018022,1020902,Correo Argentino,TRK-GN65WYA1GD,DELIVERED,0.0
10025,9000010024,1000010024,433,1,-1,-1,3106,879085,880525,883405,Correo Argentino,TRK-1R27OI5AUF,DELIVERED,0.0
10026,9000010025,1000010025,1248,2,3,3,3,1245040,1245040,1246480,PICKUP,-1,SHIPPED,0.0
10027,9000010026,1000010026,519,2,3,3,3,1063346,1063346,1064786,PICKUP,-1,DELIVERED,0.0
10028,9000010027,1000010027,286,2,4,4,4,423470,423470,424910,PICKUP,-1,SHIPPED,0.0
10029,9000010028,1000010028,391,2,2,2,2,547020,-1,-1,PICKUP,-1,CANCELLED,0.0
10030,9000010029,1000010029,1445,2,2,2,2,504883,504883,506323,PICKUP,-1,DELIVERED,0.0
10031,9000010030,1000010030,547,1,-1,-1,3098,584574,586014,596094,Correo Argentino,TRK-AGRSF2LQQG,DELIVERED,900.0
10032,9000010031,1000010031,1093,2,3,3,3,1146308,1146308,1147748,PICKUP,-1,DELIVERED,0.0
10033,9000010032,1000010032,1482,1,-1,-1,958,1210844,1212284,1219484,Correo Argentino,TRK-4XXWT7TY1B,DELIVERED,900.0
10034,9000010033,1000010033,1395,1,-1,-1,128,857285,858725,861605,Correo Argentino,TRK-FZAOXULHE2,DELIVERED,1200.0
10035,9000010034,1000010034,912,2,2,2,2,1258676,1258676,1260116,PICKUP,-1,DELIVERED,0.0
10036,9000010035,1000010035,311,1,-1,-1,1205,504810,506250,510570,Correo Argentino,TRK-LP2XKQW5UB,DELIVERED,900.0
10037,9000010036,1000010036,516,1,-1,-1,1304,1247719,1249159,1252039,Correo Argentino,TRK-YS5QNUBUS3,DELIVERED,1200.0
10038,9000010037,1000010037,164,1,-1,-1,1154,613973,615413,621173,Correo Argentino,TRK-L6JT9LBSA2,SHIPPED,1500.0
10039,9000010038,1000010038,918,2,3,3,3,369037,369037,370477,PICKUP,-1,DELIVERED,0.0
10040,9000010039,1000010039,893,2,2,2,2,853921,853921,855361,PICKUP,-1,DELIVERED,0.0
10041,9000010040,1000010040,797,1,-1,-1,411,1093201,1094641,1101841,Correo Argentino,TRK-SCKEAKKZU8,READY,1200.0
10042,9000010041,1000010041,1046,2,4,4,4,987269,987269,988709,PICKUP,-1,DELIVERED,0.0
10043,9000010042,1000010042,618,1,-1,-1,267,1089801,1091241,1094121,Correo Argentino,TRK-ZHZLCXENRH,DELIVERED,1200.0
10044,9000010043,1000010043,995,2,4,4,4,614988,614988,616428,PICKUP,-1,DELIVERED,0.0
10045,9000010044,1000010044,400,1,-1,-1,43,1035645,1037085,1042845,Correo Argentino,TRK-1YAUZ86V7F,DELIVERED,1200.0
10046,9000010045,1000010045,920,1,-1,-1,1067,1006924,1008364,1014124,Correo Argentino,TRK-L8C2TB02T1,DELIVERED,900.0
10047,9000010046,1000010046,58,2,1,1,1,1172566,1172566,1174006,PICKUP,-1,DELIVERED,0.0
10048,9000010047,1000010047,1275,1,-1,-1,1593,371793,373233,377553,Correo Argentino,TRK-6SZBU40F3A,DELIVERED,1500.0
10049,9000010048,1000010048,1362,1,-1,-1,3091,889048,890488,893368,Correo Argentino,TRK-ALLMFSM2BB,DELIVERED,1200.0
10050,9000010049,1000010049,1,1,-1,-1,2281,408763,410203,413083,Correo Argentino,TRK-2QG2YUT2TW,DELIVERED,1200.0
10051,9000010050,1000010050,795,1,-1,-1,649,710078,711518,714398,Correo Argentino,TRK-C85QKWSGPS,DELIVERED,1200.0
10052,9000010051,1000010051,1306,2,3,3,3,409401,-1,-1,PICKUP,-1,CANCELLED,0.0
10053,9000010052,1000010052,681,1,-1,-1,2230,1050195,1051635,1054515,Correo Argentino,TRK-K8O9INPH33,DELIVERED,900.0
10054,9000010053,1000010053,1162,2,2,2,2,1191712,1191712,1193152,PICKUP,-1,DELIVERED,0.0
10055,9000010054,1000010054,1204,2,4,4,4,622943,622943,624383,PICKUP,-1,DELIVERED,0.0
10056,9000010055,1000010055,1442,2,1,1,1,514692,514692,516132,PICKUP,-1,SHIPPED,0.0
10057,9000010056,1000010056,1216,2,3,3,3,977130,977130,978570,PICKUP,-1,DELIVERED,0.0
10058,9000010057,1000010057,1400,2,1,1,1,527244,-1,-1,PICKUP,-1,CANCELLED,0.0
10059,9000010058,1000010058,61,1,-1,-1,979,1030036,1031476,1037236,Correo Argentino,TRK-VK3KKKFOKO,SHIPPED,900.0
10060,9000010059,1000010059,298,1,-1,-1,2256,1117690,1119130,1124890,Correo Argentino,TRK-RWR7C761M9,DELIVERED,1200.0
10061,9000010060,1000010060,903,2,1,1,1,915713,915713,917153,PICKUP,-1,DELIVERED,0.0
10062,9000010061,1000010061,739,1,-1,-1,2196,1173067,1174507,1177387,Correo Argentino,TRK-GOWBRDSBWI,DELIVERED,0.0
10063,9000010062,1000010062,1339,2,2,2,2,962561,962561,964001,PICKUP,-1,DELIVERED,0.0
10064,9000010063,1000010063,615,1,-1,-1,1870,660980,662420,666740,Correo Argentino,TRK-B7QPCBQ03X,DELIVERED,1200.0
10065,9000010064,1000010064,1192,1,-1,-1,1191,815735,-1,-1,Correo Argentino,-1,CANCELLED,1500.0
10066,9000010065,1000010065,1291,1,-1,-1,2507,403891,405331,412531,Correo Argentino,TRK-UAXBITUB7E,DELIVERED,900.0
10067,9000010066,1000010066,1459,1,-1,-1,6,980548,981988,987748,Correo Argentino,TRK-CIBQ83KZ7T,DELIVERED,900.0
10068,9000010067,1000010067,541,1,-1,-1,1749,832218,833658,840858,Correo Argentino,TRK-X0JVXWMCK4,DELIVERED,1500.0
10069,9000010068,1000010068,797,1,-1,-1,2439,873444,874884,880644,Correo Argentino,TRK-DC31UWQPWM,DELIVERED,0.0
10070,9000010069,1000010069,537,2,2,2,2,425837,425837,427277,PICKUP,-1,DELIVERED,0.0
10071,9000010070,1000010070,1396,1,-1,-1,2047,943776,945216,952416,Correo Argentino,TRK-6GGJKITRGU,DELIVERED,900.0
10072,9000010071,1000010071,1160,1,-1,-1,1334,956452,957892,965092,Correo Argentino,TRK-VOMPG8OHLZ,DELIVERED,0.0
10073,9000010072,1000010072,884,1,-1,-1,97,1075641,1077081,1084281,Correo Argentino,TRK-TII0QBJT9T,DELIVERED,1200.0
10074,9000010073,1000010073,1209,2,4,4,4,1035739,1035739,1037179,PICKUP,-1,DELIVERED,0.0
10075,9000010074,1000010074,1174,1,-1,-1,1286,551713,553153,560353,Correo Argentino,TRK-YYVBA32J98,DELIVERED,1500.0
10076,9000010075,1000010075,1159,2,1,1,1,644509,-1,-1,PICKUP,-1,CANCELLED,0.0
10077,9000010076,1000010076,889,1,-1,-1,589,631608,633048,638808,Correo Argentino,TRK-IOILVIDPU0,DELIVERED,1200.0
10078,9000010077,1000010077,667,1,-1,-1,1186,840772,842212,846532,Correo Argentino,TRK-4QJIPBDF2M,SHIPPED,1500.0
10079,9000010078,1000010078,1314,2,2,2,2,1027238,1027238,1028678,PICKUP,-1,DELIVERED,0.0
10080,9000010079,1000010079,1133,1,-1,-1,1112,888313,889753,895513,Correo Argentino,TRK-6YSSFK8Z5E,SHIPPED,0.0
10081,9000010080,1000010080,1348,1,-1,-1,157,700722,702162,705042,Correo Argentino,TRK-6QCOQ8DZ7C,DELIVERED,1200.0
10082,9000010081,1000010081,1016,1,-1,-1,1717,427683,429123,436323,Correo Argentino,TRK-VTBBRUSZ5H,DELIVERED,900.0
10083,9000010082,1000010082,53,2,3,3,3,1042920,1042920,1044360,PICKUP,-1,DELIVERED,0.0
10084,9000010083,1000010083,229,1,-1,-1,2780,833377,834817,840577,Correo Argentino,TRK-JFE67B9OW1,SHIPPED,1200.0
10085,9000010084,1000010084,794,1,-1,-1,607,465820,467260,473020,Correo Argentino,TRK-LM5E1JI5TD,DELIVERED,1200.0
10086,9000010085,1000010085,462,2,1,1,1,359075,359075,360515,PICKUP,-1,DELIVERED,0.0
10087,9000010086,1000010086,1240,1,-1,-1,2050,424458,425898,428778,Correo Argentino,TRK-UEFHWP1VPT,DELIVERED,900.0
10088,9000010087,1000010087,681,2,1,1,1,1241986,1241986,1243426,PICKUP,-1,DELIVERED,0.0
10089,9000010088,1000010088,522,1,-1,-1,1249,658412,659852,662732,Correo Argentino,TRK-UAB687A47J,DELIVERED,900.0
10090,9000010089,1000010089,262,1,-1,-1,980,1221144,1222584,1225464,Correo Argentino,TRK-CSB0JS62Y5,DELIVERED,1200.0
10091,9000010090,1000010090,543,1,-1,-1,2817,694846,-1,-1,Correo Argentino,-1,CANCELLED,0.0
10092,9000010091,1000010091,451,1,-1,-1,709,886609,-1,-1,Correo Argentino,-1,CANCELLED,0.0
10093,9000010092,1000010092,905,1,-1,-1,3080,739495,740935,743815,Correo Argentino,TRK-KEYRLT2IHG,DELIVERED,1200.0
10094,9000010093,1000010093,360,1,-1,-1,1143,486753,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
10095,9000010094,1000010094,956,2,2,2,2,1210103,1210103,1211543,PICKUP,-1,DELIVERED,0.0
10096,9000010095,1000010095,295,1,-1,-1,2357,1006714,1008154,1012474,Correo Argentino,TRK-DIGRYIM039,DELIVERED,1200.0
10097,9000010096,1000010096,129,1,-1,-1,362,968944,970384,977584,Correo Argentino,TRK-VROPHMJ6O0,SHIPPED,900.0
10098,9000010097,1000010097,412,2,4,4,4,1095844,-1,-1,PICKUP,-1,CANCELLED,0.0
10099,9000010098,1000010098,5,1,-1,-1,346,973337,974777,979097,Correo Argentino,TRK-PWCOXR7WSX,DELIVERED,1200.0
10100,9000010099,1000010099,1252,2,4,4,4,1030738,1030738,1032178,PICKUP,-1,SHIPPED,0.0
10101,9000010100,1000010100,968,2,1,1,1,775874,775874,777314,PICKUP,-1,DELIVERED,0.0
10102,9000010101,1000010101,313,1,-1,-1,2524,608297,-1,-1,Correo Argentino,-1,CANCELLED,900.0
10103,9000010102,1000010102,967,1,-1,-1,739,894236,895676,904316,Correo Argentino,TRK-8CJJ69EAEN,DELIVERED,900.0
10104,9000010103,1000010103,805,2,1,1,1,919819,919819,921259,PICKUP,-1,DELIVERED,0.0
10105,9000010104,1000010104,1271,1,-1,-1,553,735231,736671,742431,Correo Argentino,TRK-25440KXMYL,DELIVERED,900.0
10106,9000010105,1000010105,1040,2,1,1,1,514692,-1,-1,PICKUP,-1,CANCELLED,0.0
10107,9000010106,1000010106,1118,2,3,3,3,492118,492118,493558,PICKUP,-1,DELIVERED,0.0
10108,9000010107,1000010107,135,2,1,1,1,782152,782152,783592,PICKUP,-1,DELIVERED,0.0
10109,9000010108,1000010108,138,1,-1,-1,3058,1226743,1228183,1235383,Correo Argentino,TRK-G519DTFRZG,DELIVERED,1500.0
10110,9000010109,1000010109,1163,1,-1,-1,1108,1015514,1016954,1022714,Correo Argentino,TRK-CKHE2LQBMI,DELIVERED,1500.0
10111,9000010110,1000010110,1318,1,-1,-1,3113,633297,634737,637617,Correo Argentino,TRK-RDIQDASBQ7,DELIVERED,1200.0
10112,9000010111,1000010111,1332,1,-1,-1,691,1005734,1007174,1010054,Correo Argentino,TRK-HA5OR6NIAP,DELIVERED,1200.0
10113,9000010112,1000010112,424,1,-1,-1,478,1235257,1236697,1239577,Correo Argentino,TRK-8ZFPB5FTKZ,DELIVERED,900.0
10114,9000010113,1000010113,350,2,3,3,3,1217844,1217844,1219284,PICKUP,-1,DELIVERED,0.0
10115,9000010114,1000010114,731,1,-1,-1,1465,1233179,1234619,1240379,Correo Argentino,TRK-4KZNQI67KB,DELIVERED,900.0
10116,9000010115,1000010115,557,2,2,2,2,575468,575468,576908,PICKUP,-1,DELIVERED,0.0
10117,9000010116,1000010116,1174,2,1,1,1,1033262,1033262,1034702,PICKUP,-1,READY,0.0
10118,9000010117,1000010117,745,1,-1,-1,304,884957,886397,889277,Correo Argentino,TRK-97BMOETTAQ,DELIVERED,900.0
10119,9000010118,1000010118,492,1,-1,-1,2960,1119042,1120482,1126242,Correo Argentino,TRK-ZAVR4DKMRC,DELIVERED,1500.0
10120,9000010119,1000010119,835,2,4,4,4,545178,545178,546618,PICKUP,-1,DELIVERED,0.0
10121,9000010120,1000010120,196,1,-1,-1,2488,625828,627268,630148,Correo Argentino,TRK-UPH0SEZ4OT,DELIVERED,1200.0
10122,9000010121,1000010121,1468,2,2,2,2,604120,604120,605560,PICKUP,-1,SHIPPED,0.0
10123,9000010122,1000010122,19,2,2,2,2,544417,544417,545857,PICKUP,-1,DELIVERED,0.0
10124,9000010123,1000010123,1042,1,-1,-1,289,932530,933970,939730,Correo Argentino,TRK-SBVK3M4WWF,DELIVERED,1500.0
10125,9000010124,1000010124,495,1,-1,-1,1751,902191,903631,913711,Correo Argentino,TRK-6466C93H1Y,DELIVERED,900.0
10126,9000010125,1000010125,743,2,1,1,1,909667,909667,911107,PICKUP,-1,SHIPPED,0.0
10127,9000010126,1000010126,505,2,2,2,2,361723,361723,363163,PICKUP,-1,DELIVERED,0.0
10128,9000010127,1000010127,474,1,-1,-1,1897,529068,530508,533388,Correo Argentino,TRK-LRL4OZVORN,DELIVERED,900.0
10129,9000010128,1000010128,51,1,-1,-1,1260,681281,682721,687041,Correo Argentino,TRK-OKIIWYBP95,SHIPPED,900.0
10130,9000010129,1000010129,882,1,-1,-1,2820,752450,753890,758210,Correo Argentino,TRK-GOHM921RAV,SHIPPED,1200.0
10131,9000010130,1000010130,77,2,1,1,1,911703,911703,913143,PICKUP,-1,DELIVERED,0.0
10132,9000010131,1000010131,348,2,4,4,4,699653,699653,701093,PICKUP,-1,DELIVERED,0.0
10133,9000010132,1000010132,1381,1,-1,-1,218,571931,573371,576251,Correo Argentino,TRK-K1GG9AOMTP,DELIVERED,900.0
10134,9000010133,1000010133,552,1,-1,-1,2700,576124,-1,-1,Correo Argentino,-1,CANCELLED,1200.0
10135,9000010134,1000010134,1184,1,-1,-1,1200,1202990,1204430,1210190,Correo Argentino,TRK-U3KX993SSI,DELIVERED,1500.0
10136,9000010135,1000010135,873,1,-1,-1,356,532729,534169,538489,Correo Argentino,TRK-W16U559JG2,SHIPPED,1200.0
10137,9000010136,1000010136,744,1,-1,-1,2220,493151,494591,498911,Correo Argentino,TRK-DHG4UM4HC9,DELIVERED,0.0
10138,9000010137,1000010137,284,2,4,4,4,657934,657934,659374,PICKUP,-1,DELIVERED,0.0
10139,9000010138,1000010138,858,2,4,4,4,640653,640653,642093,PICKUP,-1,DELIVERED,0.0
10140,9000010139,1000010139,462,1,-1,-1,2672,1010464,1011904,1016224,Correo Argentino,TRK-0QIAV211XK,SHIPPED,900.0
10141,9000010140,1000010140,1489,2,4,4,4,997744,997744,999184,PICKUP,-1,DELIVERED,0.0
10142,9000010141,1000010141,954,2,4,4,4,528842,528842,530282,PICKUP,-1,DELIVERED,0.0
10143,9000010142,1000010142,897,2,2,2,2,829079,829079,830519,PICKUP,-1,DELIVERED,0.0
10144,9000010143,1000010143,715,1,-1,-1,1856,476727,478167,483927,Correo Argentino,TRK-20W58WTDDO,DELIVERED,1500.0
10145,9000010144,1000010144,498,1,-1,-1,889,498681,500121,507321,Correo Argentino,TRK-BNAUTWH1LA,SHIPPED,1500.0
10146,9000010145,1000010145,971,1,-1,-1,656,1141787,-1,-1,Correo Argentino,-1,CANCELLED,0.0
10147,9000010146,1000010146,878,2,4,4,4,616112,616112,617552,PICKUP,-1,DELIVERED,0.0
