order_sk,order_id,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount
9468,1000009467,166,2,2,2,2,1099276,PAID,ARS,93300.0,19593.0,0.0,112893.0
9469,1000009468,397,1,-1,-1,2592,576615,FULFILLED,ARS,83250.0,17482.5,1200.0,101932.5
9470,1000009469,152,1,-1,-1,2509,652692,PAID,ARS,74880.0,15724.8,1500.0,92104.8
9471,1000009470,1374,2,3,3,3,483045,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
9472,1000009471,521,2,3,3,3,1242043,FULFILLED,ARS,20520.0,4309.2,0.0,24829.2
9473,1000009472,1117,1,-1,-1,2371,1034367,REFUNDED,ARS,42750.0,8977.5,0.0,51727.5
9474,1000009473,849,2,4,4,4,959279,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
9475,1000009474,1182,1,-1,-1,2587,1233018,FULFILLED,ARS,12600.0,2646.0,1200.0,16446.0
9476,1000009475,121,2,4,4,4,906817,PAID,ARS,12600.0,2646.0,0.0,15246.0
9477,1000009476,71,1,-1,-1,575,1048797,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0
9478,1000009477,841,2,2,2,2,724673,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
9479,1000009478,1224,1,-1,-1,1044,468547,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
9480,1000009479,719,1,-1,-1,514,993965,FULFILLED,ARS,11880.0,2494.8,1200.0,15574.8
9481,1000009480,663,2,2,2,2,1227015,PAID,ARS,29925.0,6284.25,0.0,36209.25
9482,1000009481,351,2,4,4,4,364443,CANCELLED,ARS,72540.0,15233.4,0.0,87773.4
9483,1000009482,856,1,-1,-1,2872,1180931,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
9484,1000009483,158,1,-1,-1,3074,970208,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0
9485,1000009484,321,1,-1,-1,828,1223573,FULFILLED,ARS,13500.0,2835.0,900.0,17235.0
9486,1000009485,1033,1,-1,-1,1395,799006,FULFILLED,ARS,37044.0,7779.24,900.0,45723.24
9487,1000009486,570,2,3,3,3,675931,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
9488,1000009487,1496,2,2,2,2,373106,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
9489,1000009488,1464,2,1,1,1,1133583,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
9490,1000009489,300,2,2,2,2,387246,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
9491,1000009490,238,2,4,4,4,1087799,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
9492,1000009491,659,1,-1,-1,945,986124,FULFILLED,ARS,12348.0,2593.08,900.0,15841.08
9493,1000009492,1170,2,4,4,4,703652,PAID,ARS,11880.0,2494.8,0.0,14374.8
9494,1000009493,874,2,4,4,4,373173,FULFILLED,ARS,47250.0,9922.5,0.0,57172.5
9495,1000009494,1202,2,3,3,3,818662,PAID,ARS,36000.0,7560.0,0.0,43560.0
9496,1000009495,12,2,2,2,2,486428,CANCELLED,ARS,15000.0,3150.0,0.0,18150.0
9497,1000009496,220,2,4,4,4,1023618,FULFILLED,ARS,34020.0,7144.2,0.0,41164.2
9498,1000009497,535,1,-1,-1,2637,514895,PAID,ARS,12540.0,2633.4,1500.0,16673.4
9499,1000009498,1224,2,1,1,1,711180,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
9500,1000009499,391,1,-1,-1,547,1213506,PAID,ARS,28500.0,5985.0,1200.0,35685.0
9501,1000009500,22,1,-1,-1,166,728221,FULFILLED,ARS,24000.0,5040.0,1500.0,30540.0
9502,1000009501,679,1,-1,-1,1873,801937,FULFILLED,ARS,49200.0,10332.0,1200.0,60732.0
9503,1000009502,906,1,-1,-1,2113,794883,FULFILLED,ARS,37044.0,7779.24,900.0,45723.24
9504,1000009503,705,1,-1,-1,2560,462637,FULFILLED,ARS,12348.0,2593.08,900.0,15841.08
9505,1000009504,281,2,3,3,3,698104,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
9506,1000009505,672,1,-1,-1,653,996757,FULFILLED,ARS,40500.0,8505.0,900.0,49905.0
9507,1000009506,1239,1,-1,-1,1821,1226447,PAID,ARS,22800.0,4788.0,1200.0,28788.0
9508,1000009507,1058,2,1,1,1,1171561,PAID,ARS,11340.0,2381.4,0.0,13721.4
9509,1000009508,371,1,-1,-1,2542,581521,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
9510,1000009509,1297,1,-1,-1,2625,519214,FULFILLED,ARS,23520.0,4939.2,1500.0,29959.2
9511,1000009510,528,2,3,3,3,825920,FULFILLED,ARS,40200.0,8442.0,0.0,48642.0
9512,1000009511,1432,1,-1,-1,3111,862262,FULFILLED,ARS,44100.0,9261.0,900.0,54261.0
9513,1000009512,1293,2,2,2,2,1137155,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
9514,1000009513,985,1,-1,-1,2389,796757,PAID,ARS,41700.0,8757.0,1200.0,51657.0
9515,1000009514,478,1,-1,-1,775,397360,FULFILLED,ARS,21600.0,4536.0,1500.0,27636.0
9516,1000009515,752,1,-1,-1,658,360856,PAID,ARS,34200.0,7182.0,900.0,42282.0
9517,1000009516,892,1,-1,-1,2662,1192665,CREATED,ARS,48000.0,10080.0,900.0,58980.0
9518,1000009517,1308,1,-1,-1,1381,753916,FULFILLED,ARS,30000.0,6300.0,1200.0,37500.0
9519,1000009518,59,2,3,3,3,1041806,FULFILLED,ARS,44400.0,9324.0,0.0,53724.0
9520,1000009519,643,1,-1,-1,2777,443461,REFUNDED,ARS,28848.0,6058.08,900.0,35806.08
9521,1000009520,994,1,-1,-1,404,1154690,FULFILLED,ARS,30000.0,6300.0,900.0,37200.0
9522,1000009521,165,2,1,1,1,479833,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
9523,1000009522,1275,1,-1,-1,389,1193484,PAID,ARS,25650.0,5386.5,1500.0,32536.5
9524,1000009523,987,1,-1,-1,397,1250344,FULFILLED,ARS,27000.0,5670.0,1500.0,34170.0
9525,1000009524,117,1,-1,-1,1730,663377,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
9526,1000009525,1315,2,3,3,3,560149,PAID,ARS,36450.0,7654.5,0.0,44104.5
9527,1000009526,517,1,-1,-1,279,1014244,FULFILLED,ARS,99900.0,20979.0,1200.0,122079.0
9528,1000009527,1256,2,3,3,3,563716,FULFILLED,ARS,16170.0,3395.7,0.0,19565.7
9529,1000009528,486,2,1,1,1,984329,PAID,ARS,25650.0,5386.5,0.0,31036.5
9530,1000009529,1132,1,-1,-1,625,889228,CANCELLED,ARS,37044.0,7779.24,1500.0,46323.24
9531,1000009530,139,2,1,1,1,1058426,CREATED,ARS,34200.0,7182.0,0.0,41382.0
9532,1000009531,1330,1,-1,-1,1537,1215338,PAID,ARS,42750.0,8977.5,900.0,52627.5
9533,1000009532,1495,1,-1,-1,2590,1237642,FULFILLED,ARS,63510.0,13337.1,1500.0,78347.1
9534,1000009533,825,1,-1,-1,2113,1187142,FULFILLED,ARS,37620.0,7900.2,1500.0,47020.2
9535,1000009534,538,2,1,1,1,735068,CANCELLED,ARS,27000.0,5670.0,0.0,32670.0
9536,1000009535,264,2,1,1,1,491089,FULFILLED,ARS,10260.0,2154.6,0.0,12414.6
9537,1000009536,216,1,-1,-1,3068,1198994,FULFILLED,ARS,44100.0,9261.0,1200.0,54561.0
9538,1000009537,314,1,-1,-1,1369,474656,CANCELLED,ARS,27000.0,5670.0,0.0,32670.0
9539,1000009538,552,2,3,3,3,695113,FULFILLED,ARS,37620.0,7900.2,0.0,45520.2
9540,1000009539,1111,1,-1,-1,177,739796,PAID,ARS,28500.0,5985.0,1200.0,35685.0
9541,1000009540,11,1,-1,-1,2114,864309,FULFILLED,ARS,29400.0,6174.0,1500.0,37074.0
9542,1000009541,857,2,1,1,1,904016,PAID,ARS,44887.5,9426.38,0.0,54313.88
9543,1000009542,359,1,-1,-1,1822,1151498,FULFILLED,ARS,58080.0,12196.8,900.0,71176.8
9544,1000009543,1207,2,3,3,3,499648,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0
9545,1000009544,1341,1,-1,-1,1936,582910,PAID,ARS,88890.0,18666.9,1200.0,108756.9
9546,1000009545,1297,1,-1,-1,676,644424,CANCELLED,ARS,29400.0,6174.0,900.0,36474.0
9547,1000009546,1343,1,-1,-1,695,1146298,FULFILLED,ARS,59760.0,12549.6,900.0,73209.6
9548,1000009547,1391,1,-1,-1,2475,1006411,FULFILLED,ARS,14700.0,3087.0,1200.0,18987.0
9549,1000009548,1491,2,4,4,4,721263,REFUNDED,ARS,27000.0,5670.0,0.0,32670.0
9550,1000009549,1173,1,-1,-1,2897,376930,FULFILLED,ARS,35280.0,7408.8,1500.0,44188.8
9551,1000009550,299,1,-1,-1,2714,381856,FULFILLED,ARS,19440.0,4082.4,1500.0,25022.4
9552,1000009551,561,1,-1,-1,2098,882192,FULFILLED,ARS,77760.0,16329.6,1200.0,95289.6
9553,1000009552,786,1,-1,-1,2501,634470,FULFILLED,ARS,10800.0,2268.0,900.0,13968.0
9554,1000009553,1,1,-1,-1,2668,1146997,FULFILLED,ARS,12150.0,2551.5,1200.0,15901.5
9555,1000009554,712,1,-1,-1,2739,1156766,FULFILLED,ARS,14962.5,3142.12,1500.0,19604.62
9556,1000009555,1172,1,-1,-1,557,977527,FULFILLED,ARS,29400.0,6174.0,1200.0,36774.0
9557,1000009556,687,2,1,1,1,1055898,FULFILLED,ARS,28350.0,5953.5,0.0,34303.5
9558,1000009557,162,1,-1,-1,2087,358779,CREATED,ARS,40500.0,8505.0,1500.0,50505.0
9559,1000009558,493,1,-1,-1,447,1167358,PAID,ARS,32400.0,6804.0,900.0,40104.0
9560,1000009559,1118,2,3,3,3,846497,FULFILLED,ARS,54150.0,11371.5,0.0,65521.5
9561,1000009560,795,1,-1,-1,2780,647904,CANCELLED,ARS,36000.0,7560.0,900.0,44460.0
9562,1000009561,1074,1,-1,-1,2021,861680,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0
9563,1000009562,476,1,-1,-1,2053,800567,PAID,ARS,33000.0,6930.0,1200.0,41130.0
9564,1000009563,1450,2,3,3,3,739220,CANCELLED,ARS,12936.0,2716.56,0.0,15652.56
9565,1000009564,104,1,-1,-1,1108,917193,PAID,ARS,56700.0,11907.0,1200.0,69807.0
9566,1000009565,284,1,-1,-1,3175,668563,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0
9567,1000009566,1322,1,-1,-1,2516,1269209,FULFILLED,ARS,36000.0,7560.0,1500.0,45060.0
9568,1000009567,445,2,4,4,4,577041,CREATED,ARS,35280.0,7408.8,0.0,42688.8
9569,1000009568,1380,1,-1,-1,1014,576497,CANCELLED,ARS,38808.0,8149.68,0.0,46957.68
9570,1000009569,750,1,-1,-1,1866,818746,PAID,ARS,37800.0,7938.0,1200.0,46938.0
9571,1000009570,241,1,-1,-1,147,1263861,FULFILLED,ARS,27570.0,5789.7,0.0,33359.7
9572,1000009571,513,2,1,1,1,1260991,FULFILLED,ARS,23940.0,5027.4,0.0,28967.4
9573,1000009572,1425,1,-1,-1,1143,488756,FULFILLED,ARS,72000.0,15120.0,1200.0,88320.0
9574,1000009573,1107,1,-1,-1,626,1135248,CANCELLED,ARS,48150.0,10111.5,1500.0,59761.5
9575,1000009574,423,1,-1,-1,9,659252,FULFILLED,ARS,38220.0,8026.2,900.0,47146.2
9576,1000009575,1465,2,1,1,1,708713,FULFILLED,ARS,55200.0,11592.0,0.0,66792.0
9577,1000009576,674,2,1,1,1,1147302,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0
9578,1000009577,128,2,3,3,3,1124012,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
9579,1000009578,78,1,-1,-1,2464,499315,FULFILLED,ARS,27000.0,5670.0,1200.0,33870.0
9580,1000009579,216,1,-1,-1,2967,620595,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
9581,1000009580,666,1,-1,-1,2504,1184776,FULFILLED,ARS,43935.0,9226.35,0.0,53161.35
9582,1000009581,842,1,-1,-1,1143,625641,FULFILLED,ARS,10800.0,2268.0,900.0,13968.0
9583,1000009582,1154,2,1,1,1,1022514,FULFILLED,ARS,19440.0,4082.4,0.0,23522.4
9584,1000009583,548,2,2,2,2,374418,FULFILLED,ARS,51030.0,10716.3,0.0,61746.3
9585,1000009584,1287,1,-1,-1,1309,534404,FULFILLED,ARS,29700.0,6237.0,900.0,36837.0
9586,1000009585,1322,1,-1,-1,1564,474695,FULFILLED,ARS,37044.0,7779.24,1200.0,46023.24
9587,1000009586,487,2,4,4,4,684853,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
9588,1000009587,1003,1,-1,-1,273,505632,FULFILLED,ARS,34200.0,7182.0,900.0,42282.0
9589,1000009588,445,1,-1,-1,413,1181358,FULFILLED,ARS,24000.0,5040.0,900.0,29940.0
9590,1000009589,402,1,-1,-1,3106,531709,FULFILLED,ARS,71280.0,14968.8,900.0,87148.8
9591,1000009590,925,2,2,2,2,579800,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
9592,1000009591,1308,2,4,4,4,1153678,FULFILLED,ARS,42660.0,8958.6,0.0,51618.6
9593,1000009592,995,2,2,2,2,1143187,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
9594,1000009593,539,2,4,4,4,1164882,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
9595,1000009594,1340,1,-1,-1,173,1212351,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0
9596,1000009595,1072,1,-1,-1,2568,927950,CANCELLED,ARS,37212.0,7814.52,900.0,45926.52
9597,1000009596,942,2,3,3,3,496286,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
9598,1000009597,1270,1,-1,-1,1689,435359,CANCELLED,ARS,33750.0,7087.5,900.0,41737.5
9599,1000009598,929,1,-1,-1,2311,882671,FULFILLED,ARS,35640.0,7484.4,1200.0,44324.4
9600,1000009599,1487,2,1,1,1,972742,PAID,ARS,37620.0,7900.2,0.0,45520.2
9601,1000009600,437,2,1,1,1,467980,PAID,ARS,39690.0,8334.9,0.0,48024.9
9602,1000009601,554,1,-1,-1,2825,857772,FULFILLED,ARS,19440.0,4082.4,900.0,24422.4
9603,1000009602,948,1,-1,-1,762,355226,FULFILLED,ARS,15000.0,3150.0,1200.0,19350.0
9604,1000009603,397,1,-1,-1,817,638262,FULFILLED,ARS,42336.0,8890.56,0.0,51226.56
9605,1000009604,988,2,4,4,4,503275,PAID,ARS,19440.0,4082.4,0.0,23522.4
9606,1000009605,1216,1,-1,-1,1285,1130228,FULFILLED,ARS,28500.0,5985.0,1500.0,35985.0
9607,1000009606,503,2,3,3,3,1261786,FULFILLED,ARS,15435.0,3241.35,0.0,18676.35
9608,1000009607,687,1,-1,-1,988,511751,FULFILLED,ARS,59940.0,12587.4,1200.0,73727.4
9609,1000009608,1278,1,-1,-1,1525,564560,PAID,ARS,66372.0,13938.12,1200.0,81510.12
9610,1000009609,114,2,2,2,2,678374,PAID,ARS,10800.0,2268.0,0.0,13068.0
9611,1000009610,1315,2,3,3,3,698607,PAID,ARS,42750.0,8977.5,0.0,51727.5
9612,1000009611,436,1,-1,-1,2842,631122,PAID,ARS,44040.0,9248.4,1200.0,54488.4
9613,1000009612,54,1,-1,-1,2412,356267,CANCELLED,ARS,51096.0,10730.16,1200.0,63026.16
9614,1000009613,887,1,-1,-1,2563,1110483,FULFILLED,ARS,47250.0,9922.5,1200.0,58372.5
9615,1000009614,852,2,1,1,1,1215184,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
9616,1000009615,176,1,-1,-1,2740,572108,CREATED,ARS,40500.0,8505.0,1500.0,50505.0
9617,1000009616,996,2,1,1,1,870998,FULFILLED,ARS,90480.0,19000.8,0.0,109480.8
9618,1000009617,942,1,-1,-1,2300,726706,PAID,ARS,38475.0,8079.75,900.0,47454.75
9619,1000009618,909,2,1,1,1,625417,CANCELLED,ARS,66487.5,13962.38,0.0,80449.88
9620,1000009619,610,1,-1,-1,1698,1061505,PAID,ARS,13230.0,2778.3,0.0,16008.3
9621,1000009620,79,2,2,2,2,1113352,FULFILLED,ARS,65550.0,13765.5,0.0,79315.5
9622,1000009621,1003,1,-1,-1,3001,754589,FULFILLED,ARS,47025.0,9875.25,900.0,57800.25
9623,1000009622,1140,2,1,1,1,986092,CANCELLED,ARS,29400.0,6174.0,0.0,35574.0
9624,1000009623,887,1,-1,-1,151,354863,PAID,ARS,31350.0,6583.5,0.0,37933.5
9625,1000009624,396,2,1,1,1,1023101,FULFILLED,ARS,22680.0,4762.8,0.0,27442.8
9626,1000009625,1193,1,-1,-1,1882,762707,PAID,ARS,81360.0,17085.6,1200.0,99645.6
9627,1000009626,1010,1,-1,-1,269,1241096,FULFILLED,ARS,39600.0,8316.0,1200.0,49116.0
9628,1000009627,327,1,-1,-1,1433,451804,PAID,ARS,24000.0,5040.0,1500.0,30540.0
9629,1000009628,368,2,2,2,2,630763,PAID,ARS,12936.0,2716.56,0.0,15652.56
9630,1000009629,961,2,2,2,2,644743,PAID,ARS,35280.0,7408.8,0.0,42688.8
9631,1000009630,52,1,-1,-1,1945,917440,FULFILLED,ARS,83475.0,17529.75,1500.0,102504.75
9632,1000009631,1300,2,2,2,2,856235,PAID,ARS,47025.0,9875.25,0.0,56900.25
9633,1000009632,1079,1,-1,-1,1339,775597,FULFILLED,ARS,21600.0,4536.0,1500.0,27636.0
9634,1000009633,1168,2,1,1,1,470872,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05
9635,1000009634,1254,1,-1,-1,978,1133390,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0
9636,1000009635,277,1,-1,-1,793,473913,CREATED,ARS,24000.0,5040.0,900.0,29940.0
9637,1000009636,1252,2,2,2,2,1206158,PAID,ARS,29400.0,6174.0,0.0,35574.0
9638,1000009637,999,1,-1,-1,931,471051,PAID,ARS,12000.0,2520.0,1500.0,16020.0
9639,1000009638,907,1,-1,-1,1117,1179256,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
9640,1000009639,812,1,-1,-1,2559,869873,PAID,ARS,30000.0,6300.0,900.0,37200.0
9641,1000009640,240,1,-1,-1,1557,866096,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
9642,1000009641,1146,1,-1,-1,459,429838,FULFILLED,ARS,44887.5,9426.38,900.0,55213.88
9643,1000009642,1009,1,-1,-1,2954,1043431,FULFILLED,ARS,12540.0,2633.4,900.0,16073.4
9644,1000009643,1059,2,3,3,3,916570,FULFILLED,ARS,96570.0,20279.7,0.0,116849.7
9645,1000009644,1176,2,1,1,1,495484,FULFILLED,ARS,54870.0,11522.7,0.0,66392.7
9646,1000009645,637,1,-1,-1,1547,625339,FULFILLED,ARS,36000.0,7560.0,1500.0,45060.0
9647,1000009646,1455,1,-1,-1,153,557498,CANCELLED,ARS,42750.0,8977.5,1200.0,52927.5
9648,1000009647,696,1,-1,-1,3049,519338,PAID,ARS,14700.0,3087.0,0.0,17787.0
9649,1000009648,224,1,-1,-1,3197,971564,FULFILLED,ARS,16170.0,3395.7,1500.0,21065.7
9650,1000009649,1494,1,-1,-1,172,983603,FULFILLED,ARS,36600.0,7686.0,900.0,45186.0
9651,1000009650,1022,1,-1,-1,3059,1238024,PAID,ARS,21384.0,4490.64,1200.0,27074.64
9652,1000009651,1463,1,-1,-1,1970,1172868,FULFILLED,ARS,41400.0,8694.0,900.0,50994.0
9653,1000009652,714,1,-1,-1,439,806619,FULFILLED,ARS,42750.0,8977.5,1200.0,52927.5
9654,1000009653,714,1,-1,-1,1200,859227,FULFILLED,ARS,15000.0,3150.0,1200.0,19350.0
9655,1000009654,1458,2,2,2,2,1259686,FULFILLED,ARS,21168.0,4445.28,0.0,25613.28
9656,1000009655,239,2,2,2,2,968343,PAID,ARS,54510.0,11447.1,0.0,65957.1
9657,1000009656,525,1,-1,-1,1054,1267048,REFUNDED,ARS,45000.0,9450.0,1200.0,55650.0
9658,1000009657,647,1,-1,-1,1245,556498,PAID,ARS,31350.0,6583.5,1500.0,39433.5
9659,1000009658,195,1,-1,-1,118,951397,FULFILLED,ARS,40635.0,8533.35,1200.0,50368.35
9660,1000009659,558,2,4,4,4,620940,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
9661,1000009660,1248,2,2,2,2,1119141,PAID,ARS,33120.0,6955.2,0.0,40075.2
9662,1000009661,409,1,-1,-1,2135,842483,FULFILLED,ARS,35280.0,7408.8,900.0,43588.8
9663,1000009662,973,1,-1,-1,328,1080853,CANCELLED,ARS,23940.0,5027.4,900.0,29867.4
9664,1000009663,642,1,-1,-1,1951,547358,REFUNDED,ARS,25080.0,5266.8,1500.0,31846.8
9665,1000009664,533,1,-1,-1,617,804166,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0
9666,1000009665,591,1,-1,-1,2601,1206507,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0
9667,1000009666,919,1,-1,-1,2531,587667,FULFILLED,ARS,64980.0,13645.8,900.0,79525.8
9668,1000009667,578,1,-1,-1,1646,614769,PAID,ARS,21600.0,4536.0,0.0,26136.0
9669,1000009668,1238,2,3,3,3,833084,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
9670,1000009669,614,1,-1,-1,532,871228,PAID,ARS,79740.0,16745.4,1500.0,97985.4
9671,1000009670,142,2,1,1,1,730202,PAID,ARS,59976.0,12594.96,0.0,72570.96
9672,1000009671,1046,2,4,4,4,1056539,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
9673,1000009672,127,1,-1,-1,1684,653010,FULFILLED,ARS,41400.0,8694.0,0.0,50094.0
9674,1000009673,1372,1,-1,-1,2104,700882,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
9675,1000009674,238,1,-1,-1,2429,1170872,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
9676,1000009675,1389,2,4,4,4,1122393,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
9677,1000009676,118,1,-1,-1,3003,486186,CANCELLED,ARS,37044.0,7779.24,900.0,45723.24
9678,1000009677,1047,2,3,3,3,912256,CANCELLED,ARS,57000.0,11970.0,0.0,68970.0
9679,1000009678,565,1,-1,-1,3012,645975,FULFILLED,ARS,14700.0,3087.0,1500.0,19287.0
9680,1000009679,499,1,-1,-1,1578,1040217,REFUNDED,ARS,27000.0,5670.0,1200.0,33870.0
9681,1000009680,252,1,-1,-1,1099,631350,FULFILLED,ARS,63900.0,13419.0,1200.0,78519.0
9682,1000009681,1272,1,-1,-1,265,1181783,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0
9683,1000009682,1402,2,3,3,3,757914,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
9684,1000009683,410,2,4,4,4,858970,FULFILLED,ARS,37620.0,7900.2,0.0,45520.2
9685,1000009684,165,1,-1,-1,1963,536902,FULFILLED,ARS,72000.0,15120.0,900.0,88020.0
9686,1000009685,1065,2,4,4,4,530681,FULFILLED,ARS,31752.0,6667.92,0.0,38419.92
9687,1000009686,1296,2,2,2,2,605686,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
9688,1000009687,855,1,-1,-1,82,903416,FULFILLED,ARS,94020.0,19744.2,1500.0,115264.2
9689,1000009688,1238,1,-1,-1,2283,647359,PAID,ARS,14700.0,3087.0,1200.0,18987.0
9690,1000009689,912,1,-1,-1,2112,1163956,CANCELLED,ARS,76950.0,16159.5,0.0,93109.5
9691,1000009690,1104,2,4,4,4,858332,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
9692,1000009691,659,1,-1,-1,1320,957761,FULFILLED,ARS,45000.0,9450.0,1200.0,55650.0
9693,1000009692,220,2,3,3,3,526083,PAID,ARS,23520.0,4939.2,0.0,28459.2
9694,1000009693,1198,1,-1,-1,2372,1227812,CANCELLED,ARS,69000.0,14490.0,1500.0,84990.0
9695,1000009694,409,2,4,4,4,380391,FULFILLED,ARS,36450.0,7654.5,0.0,44104.5
9696,1000009695,839,1,-1,-1,818,604932,FULFILLED,ARS,10584.0,2222.64,900.0,13706.64
9697,1000009696,80,1,-1,-1,1628,775052,FULFILLED,ARS,14250.0,2992.5,900.0,18142.5
9698,1000009697,1330,1,-1,-1,1029,494937,FULFILLED,ARS,24000.0,5040.0,900.0,29940.0
9699,1000009698,1104,1,-1,-1,800,445090,FULFILLED,ARS,11340.0,2381.4,1200.0,14921.4
9700,1000009699,749,1,-1,-1,2171,888971,PAID,ARS,24696.0,5186.16,900.0,30782.16
9701,1000009700,719,1,-1,-1,2851,1126865,FULFILLED,ARS,19440.0,4082.4,1200.0,24722.4
9702,1000009701,809,1,-1,-1,1955,1076672,FULFILLED,ARS,28770.0,6041.7,900.0,35711.7
9703,1000009702,1284,1,-1,-1,2419,1171525,FULFILLED,ARS,14250.0,2992.5,900.0,18142.5
9704,1000009703,1354,1,-1,-1,355,723410,FULFILLED,ARS,34200.0,7182.0,900.0,42282.0
9705,1000009704,653,1,-1,-1,1779,748323,FULFILLED,ARS,19440.0,4082.4,1200.0,24722.4
9706,1000009705,351,1,-1,-1,2666,1198191,FULFILLED,ARS,53400.0,11214.0,900.0,65514.0
9707,1000009706,199,1,-1,-1,1542,1130754,CANCELLED,ARS,64800.0,13608.0,1500.0,79908.0
9708,1000009707,619,1,-1,-1,1919,540919,PAID,ARS,31500.0,6615.0,1200.0,39315.0
9709,1000009708,1413,2,1,1,1,725000,FULFILLED,ARS,22680.0,4762.8,0.0,27442.8
9710,1000009709,467,2,4,4,4,540022,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
9711,1000009710,338,2,4,4,4,705910,FULFILLED,ARS,23940.0,5027.4,0.0,28967.4
9712,1000009711,415,2,1,1,1,1108705,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1
9713,1000009712,1337,2,2,2,2,553867,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
9714,1000009713,444,1,-1,-1,661,457797,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
9715,1000009714,812,1,-1,-1,181,1238375,FULFILLED,ARS,44400.0,9324.0,0.0,53724.0
9716,1000009715,265,1,-1,-1,732,1013673,FULFILLED,ARS,45030.0,9456.3,1200.0,55686.3
9717,1000009716,748,2,1,1,1,1096116,CANCELLED,ARS,21600.0,4536.0,0.0,26136.0
9718,1000009717,945,1,-1,-1,960,424773,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0
9719,1000009718,1347,2,2,2,2,440180,FULFILLED,ARS,13230.0,2778.3,0.0,16008.3
9720,1000009719,744,1,-1,-1,1939,475601,PAID,ARS,32400.0,6804.0,900.0,40104.0
9721,1000009720,1274,1,-1,-1,2724,666756,PAID,ARS,35343.0,7422.03,900.0,43665.03
9722,1000009721,758,1,-1,-1,1892,925485,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0
9723,1000009722,851,1,-1,-1,1262,664893,FULFILLED,ARS,11760.0,2469.6,900.0,15129.6
9724,1000009723,1026,2,4,4,4,660082,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
9725,1000009724,1185,1,-1,-1,1229,788279,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0
9726,1000009725,193,1,-1,-1,798,843567,FULFILLED,ARS,13500.0,2835.0,900.0,17235.0
9727,1000009726,1322,1,-1,-1,126,692954,CANCELLED,ARS,29400.0,6174.0,1200.0,36774.0
9728,1000009727,1405,1,-1,-1,686,1154430,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0
9729,1000009728,757,1,-1,-1,1078,355909,CREATED,ARS,28500.0,5985.0,1500.0,35985.0
