session_sk,session_id,customer_sk,started_at_sk,ended_at_sk,source_sk,device_sk
84378,11000084377,-1,478440,478489.0,1,2
84379,11000084378,1460,1249383,1249432.0,1,2
84380,11000084379,878,450632,450662.0,2,3
84381,11000084380,324,1163495,1163519.0,5,2
84382,11000084381,771,735618,,1,2
84383,11000084382,-1,791874,791886.0,4,1
84384,11000084383,1306,856868,856886.0,1,2
84385,11000084384,-1,402861,402894.0,1,2
84386,11000084385,-1,775848,775892.0,5,2
84387,11000084386,-1,799278,799326.0,2,1
84388,11000084387,474,1109699,1109744.0,1,1
84389,11000084388,1143,918548,918588.0,2,1
84390,11000084389,1362,500441,500468.0,1,1
84391,11000084390,569,422444,422498.0,5,1
84392,11000084391,-1,1223769,1223777.0,1,1
84393,11000084392,491,1171430,1171475.0,2,3
84394,11000084393,-1,712236,712295.0,4,2
84395,11000084394,245,1075260,1075300.0,1,1
84396,11000084395,518,1207826,1207885.0,2,2
84397,11000084396,685,1020718,1020752.0,1,1
84398,11000084397,-1,945269,945328.0,2,2
84399,11000084398,-1,1270901,1270923.0,2,2
84400,11000084399,-1,362308,362330.0,4,1
84401,11000084400,9,530646,530686.0,2,2
84402,11000084401,863,705314,705354.0,4,2
84403,11000084402,1424,952345,952348.0,1,1
84404,11000084403,321,976153,976183.0,1,1
84405,11000084404,1236,1222942,1222963.0,3,1
84406,11000084405,1115,358522,358523.0,2,2
84407,11000084406,1118,1075123,1075161.0,4,2
84408,11000084407,853,910295,910330.0,4,1
84409,11000084408,-1,1031091,1031116.0,2,2
84410,11000084409,1382,1001713,1001768.0,1,3
84411,11000084410,-1,631936,631992.0,2,2
84412,11000084411,346,1108592,1108637.0,4,1
84413,11000084412,-1,719791,,4,2
84414,11000084413,-1,768862,768872.0,3,2
84415,11000084414,-1,599193,599243.0,1,2
84416,11000084415,851,478464,,3,1
84417,11000084416,-1,1061326,1061351.0,2,1
84418,11000084417,1221,976398,976405.0,2,2
84419,11000084418,1315,733374,733407.0,4,2
84420,11000084419,1261,1214622,1214634.0,5,2
84421,11000084420,534,616210,616256.0,1,1
84422,11000084421,-1,855389,855417.0,1,2
84423,11000084422,620,586837,586879.0,4,2
84424,11000084423,-1,462254,462269.0,1,2
84425,11000084424,-1,947037,947066.0,3,2
84426,11000084425,-1,1016304,1016352.0,2,2
84427,11000084426,835,894361,894409.0,1,2
84428,11000084427,-1,471737,471746.0,5,2
84429,11000084428,828,828027,828086.0,2,1
84430,11000084429,-1,1139476,1139495.0,1,2
84431,11000084430,753,1116061,1116107.0,1,2
84432,11000084431,-1,766491,766534.0,2,2
84433,11000084432,-1,923612,923642.0,4,2
84434,11000084433,1063,1046029,1046036.0,2,2
84435,11000084434,518,379635,379648.0,2,1
84436,11000084435,-1,414896,414945.0,2,2
84437,11000084436,482,1205559,1205618.0,1,1
84438,11000084437,795,1174577,1174609.0,1,1
84439,11000084438,-1,850891,850907.0,4,1
84440,11000084439,157,1204537,1204558.0,5,1
84441,11000084440,631,944485,944539.0,1,3
84442,11000084441,-1,1194963,1195023.0,1,1
84443,11000084442,-1,915108,915142.0,2,2
84444,11000084443,-1,704711,704741.0,2,1
84445,11000084444,1077,1061082,1061083.0,2,2
84446,11000084445,1495,446571,446612.0,4,1
84447,11000084446,482,436375,436389.0,1,1
84448,11000084447,1165,640656,640658.0,1,1
84449,11000084448,-1,929943,929949.0,4,2
84450,11000084449,-1,942297,942312.0,1,2
84451,11000084450,1325,734008,734019.0,2,1
84452,11000084451,583,536160,536186.0,2,2
84453,11000084452,645,579519,579571.0,2,2
84454,11000084453,-1,582899,582927.0,2,1
84455,11000084454,872,372921,372943.0,2,2
84456,11000084455,1164,798115,798145.0,1,1
84457,11000084456,831,579368,579421.0,1,2
84458,11000084457,754,682819,,3,1
84459,11000084458,420,655565,655613.0,1,2
84460,11000084459,-1,1059278,1059333.0,1,1
84461,11000084460,1160,1001134,1001139.0,3,2
84462,11000084461,-1,618952,618993.0,2,2
84463,11000084462,1149,1257910,1257926.0,2,2
84464,11000084463,-1,787048,787070.0,4,2
84465,11000084464,-1,1079022,1079055.0,1,2
84466,11000084465,1056,1259382,1259426.0,5,2
84467,11000084466,-1,1123360,1123417.0,5,2
84468,11000084467,1126,718244,718271.0,1,1
84469,11000084468,1309,1072743,1072755.0,2,1
84470,11000084469,398,1193770,1193771.0,2,1
84471,11000084470,-1,669962,670019.0,3,1
84472,11000084471,-1,1182674,1182722.0,2,1
84473,11000084472,555,431939,431946.0,2,2
84474,11000084473,-1,971871,971913.0,1,2
84475,11000084474,63,994760,994818.0,1,2
84476,11000084475,-1,574773,574825.0,5,2
84477,11000084476,-1,929513,929531.0,4,1
84478,11000084477,-1,1210194,1210208.0,2,2
84479,11000084478,651,563485,563494.0,2,2
84480,11000084479,-1,416224,416279.0,2,1
84481,11000084480,676,662044,662071.0,2,1
84482,11000084481,1284,1080668,1080719.0,3,2
84483,11000084482,-1,1169025,1169066.0,2,1
84484,11000084483,219,1238842,,4,2
84485,11000084484,342,608235,608256.0,4,2
84486,11000084485,882,643362,643378.0,1,2
84487,11000084486,640,908380,908400.0,1,1
84488,11000084487,256,696834,696879.0,1,2
84489,11000084488,1271,613051,613104.0,2,1
84490,11000084489,1445,905877,905908.0,4,1
84491,11000084490,244,760713,760726.0,1,1
84492,11000084491,544,782063,782094.0,2,1
84493,11000084492,911,1166563,1166581.0,1,2
84494,11000084493,-1,981097,981152.0,1,2
84495,11000084494,528,1185808,1185812.0,4,2
84496,11000084495,210,1000910,1000923.0,2,2
84497,11000084496,29,1009815,1009855.0,5,1
84498,11000084497,621,459438,459466.0,2,2
84499,11000084498,110,874536,874571.0,5,2
84500,11000084499,92,1117198,1117229.0,2,2
84501,11000084500,134,1197039,1197065.0,2,2
84502,11000084501,165,919457,919506.0,1,2
84503,11000084502,798,410867,410917.0,5,1
84504,11000084503,-1,620069,620096.0,4,1
84505,11000084504,-1,1044111,1044131.0,1,2
84506,11000084505,1026,793044,793090.0,4,1
84507,11000084506,1229,523915,523916.0,5,2
84508,11000084507,1481,490477,490533.0,2,2
84509,11000084508,-1,874459,874492.0,1,2
84510,11000084509,477,536267,536310.0,5,1
84511,11000084510,1196,453607,453608.0,3,1
84512,11000084511,198,737870,737900.0,1,1
84513,11000084512,-1,1089515,1089524.0,1,2
84514,11000084513,30,568260,568269.0,1,2
84515,11000084514,1405,658610,658669.0,2,1
84516,11000084515,671,1232693,1232748.0,2,2
84517,11000084516,-1,999621,999656.0,4,2
84518,11000084517,445,458792,458846.0,1,2
84519,11000084518,-1,882207,,2,1
84520,11000084519,938,425208,425223.0,2,1
84521,11000084520,1267,864350,864372.0,1,1
84522,11000084521,1492,1180061,1180107.0,3,2
84523,11000084522,145,1131547,1131604.0,4,2
84524,11000084523,-1,1225840,1225876.0,5,2
84525,11000084524,-1,1269169,1269205.0,2,1
84526,11000084525,-1,1235738,1235771.0,1,2
84527,11000084526,-1,1228049,1228088.0,1,2
84528,11000084527,-1,1064240,1064290.0,3,2
84529,11000084528,730,529341,529350.0,1,2
84530,11000084529,-1,633831,633850.0,2,2
84531,11000084530,-1,680154,680196.0,1,1
84532,11000084531,-1,403722,403760.0,4,2
84533,11000084532,-1,670082,670131.0,1,2
84534,11000084533,423,959087,959132.0,1,2
84535,11000084534,204,639659,639699.0,4,2
84536,11000084535,-1,887655,887695.0,2,2
84537,11000084536,202,775633,775677.0,1,2
84538,11000084537,1181,602162,602216.0,5,3
84539,11000084538,396,827364,827419.0,1,2
84540,11000084539,1257,1125746,1125757.0,5,2
84541,11000084540,-1,720886,720917.0,2,2
84542,11000084541,903,653842,653884.0,2,2
84543,11000084542,-1,1013229,1013267.0,5,2
84544,11000084543,1241,777390,777436.0,1,2
84545,11000084544,-1,1022399,1022428.0,2,1
84546,11000084545,757,798911,798922.0,1,2
84547,11000084546,-1,1257600,1257620.0,3,1
84548,11000084547,158,835841,835892.0,5,2
84549,11000084548,169,661735,661772.0,2,2
84550,11000084549,460,987127,987158.0,2,2
84551,11000084550,-1,847821,847833.0,2,2
84552,11000084551,1249,805217,805275.0,2,1
84553,11000084552,-1,558205,558220.0,1,2
84554,11000084553,543,669937,669940.0,1,1
84555,11000084554,911,548125,548146.0,1,2
84556,11000084555,-1,496333,496373.0,5,1
84557,11000084556,782,1257245,1257281.0,1,2
84558,11000084557,281,742268,742284.0,1,2
84559,11000084558,854,1147450,1147492.0,2,2
84560,11000084559,1123,1178555,1178589.0,4,3
84561,11000084560,768,1222518,1222538.0,3,2
84562,11000084561,425,1106007,1106013.0,4,2
84563,11000084562,816,1162203,1162227.0,5,2
84564,11000084563,-1,1198738,1198748.0,3,2
84565,11000084564,745,709133,709183.0,4,2
84566,11000084565,-1,361641,361657.0,4,2
84567,11000084566,676,888167,888184.0,2,2
84568,11000084567,410,457140,457161.0,2,2
84569,11000084568,1394,1050010,1050050.0,2,2
84570,11000084569,139,640298,640301.0,4,3
84571,11000084570,764,1028345,1028365.0,5,1
84572,11000084571,1254,421157,421187.0,1,2
84573,11000084572,1051,677190,677245.0,1,2
84574,11000084573,1279,399847,399856.0,5,1
84575,11000084574,-1,498618,498637.0,1,1
84576,11000084575,816,1101657,1101710.0,1,1
84577,11000084576,1423,1137646,1137699.0,2,2
84578,11000084577,-1,650324,650373.0,1,2
84579,11000084578,573,363387,363413.0,2,1
84580,11000084579,-1,882934,882973.0,3,2
84581,11000084580,96,546911,546955.0,5,2
84582,11000084581,913,1198982,1199039.0,4,2
84583,11000084582,-1,1023739,1023777.0,2,2
84584,11000084583,791,669601,669639.0,2,2
84585,11000084584,1103,568137,568168.0,2,2
84586,11000084585,-1,734220,734237.0,2,1
84587,11000084586,-1,1118447,1118494.0,1,1
84588,11000084587,814,721524,721532.0,1,2
84589,11000084588,109,1104993,1104994.0,1,1
84590,11000084589,172,592924,592957.0,2,2
84591,11000084590,-1,458778,458802.0,2,2
84592,11000084591,-1,491546,491547.0,5,2
84593,11000084592,887,1143402,1143441.0,2,2
84594,11000084593,-1,1100857,1100871.0,3,2
84595,11000084594,771,382629,382657.0,1,1
84596,11000084595,-1,785919,785920.0,2,1
84597,11000084596,-1,1143123,1143148.0,4,2
84598,11000084597,501,856946,856951.0,3,2
84599,11000084598,1279,1109747,1109764.0,5,2
84600,11000084599,-1,673060,673070.0,2,1
84601,11000084600,491,695736,695754.0,5,2
84602,11000084601,-1,699433,699475.0,2,2
84603,11000084602,1314,894223,894272.0,1,2
84604,11000084603,-1,381320,381380.0,2,1
84605,11000084604,693,615216,615266.0,1,2
84606,11000084605,22,498540,498565.0,4,2
84607,11000084606,1006,971217,971263.0,1,3
84608,11000084607,826,1068346,1068390.0,4,3
84609,11000084608,728,503329,503359.0,5,1
84610,11000084609,1052,436701,436750.0,4,1
84611,11000084610,510,1087019,1087061.0,1,2
84612,11000084611,-1,667877,667933.0,2,2
84613,11000084612,720,1117239,1117273.0,2,2
84614,11000084613,1488,1119849,1119863.0,3,1
84615,11000084614,661,445418,,1,1
84616,11000084615,1220,727599,727648.0,1,2
84617,11000084616,587,1006828,1006884.0,1,2
84618,11000084617,182,995209,995253.0,4,2
84619,11000084618,-1,410371,410418.0,4,2
84620,11000084619,20,1009063,1009088.0,1,2
84621,11000084620,-1,990743,990753.0,2,1
84622,11000084621,-1,1046924,1046975.0,5,2
84623,11000084622,-1,1202628,1202679.0,2,1
84624,11000084623,-1,553399,553434.0,5,2
84625,11000084624,119,1007182,1007225.0,4,1
84626,11000084625,1230,482409,482435.0,1,2
84627,11000084626,624,1144237,1144272.0,2,2
84628,11000084627,-1,627871,627907.0,1,2
84629,11000084628,1180,760562,760586.0,1,2
84630,11000084629,549,877791,877851.0,3,2
84631,11000084630,1009,829092,829094.0,3,2
84632,11000084631,632,486284,486309.0,3,2
84633,11000084632,485,1060680,,3,2
84634,11000084633,1361,863784,863827.0,1,1
84635,11000084634,-1,1061197,1061232.0,1,2
84636,11000084635,-1,477421,477460.0,2,1
84637,11000084636,15,762487,762523.0,1,2
84638,11000084637,-1,515476,515491.0,1,2
84639,11000084638,-1,984278,984288.0,1,2
84640,11000084639,543,416466,416491.0,4,2
84641,11000084640,368,828237,828244.0,1,1
84642,11000084641,587,1237426,1237442.0,4,2
84643,11000084642,-1,705838,705878.0,2,2
84644,11000084643,160,532652,532704.0,1,2
84645,11000084644,-1,806294,806336.0,2,2
84646,11000084645,953,1085083,1085106.0,3,2
84647,11000084646,-1,1186534,1186568.0,2,2
84648,11000084647,195,867254,867272.0,3,3
84649,11000084648,985,886644,886694.0,4,2
84650,11000084649,-1,563749,563765.0,4,1
84651,11000084650,-1,493782,493827.0,2,2
84652,11000084651,-1,1244556,1244560.0,2,2
84653,11000084652,1208,466044,466054.0,2,2
84654,11000084653,704,678482,678486.0,4,2
84655,11000084654,464,829338,829382.0,4,1
84656,11000084655,948,813472,813483.0,1,2
84657,11000084656,1274,884875,884911.0,2,2
84658,11000084657,-1,450384,450403.0,4,2
84659,11000084658,-1,501369,,1,3
84660,11000084659,1417,447200,447250.0,4,2
84661,11000084660,434,534971,535015.0,2,3
84662,11000084661,-1,852006,852059.0,4,2
84663,11000084662,930,553546,553577.0,2,1
84664,11000084663,862,1049092,1049148.0,2,1
84665,11000084664,-1,1051052,1051111.0,2,1
84666,11000084665,980,837661,837687.0,4,1
84667,11000084666,1202,929543,929595.0,2,2
84668,11000084667,1173,971093,971106.0,2,1
84669,11000084668,311,1191446,1191448.0,3,2
84670,11000084669,-1,904841,904843.0,2,2
84671,11000084670,666,1007879,1007934.0,2,1
84672,11000084671,588,866779,866803.0,1,2
84673,11000084672,-1,395726,395766.0,2,2
84674,11000084673,618,1025205,1025264.0,3,2
84675,11000084674,1417,558429,558481.0,4,2
84676,11000084675,-1,549812,549829.0,1,2
84677,11000084676,1318,805923,805975.0,2,2
84678,11000084677,-1,365298,365332.0,5,2
84679,11000084678,1336,1216713,1216732.0,1,1
84680,11000084679,772,934461,934476.0,1,1
84681,11000084680,-1,450390,450442.0,2,2
84682,11000084681,1266,855886,855911.0,3,2
84683,11000084682,-1,589193,589223.0,2,2
84684,11000084683,-1,664385,664444.0,4,1
84685,11000084684,744,833356,833407.0,2,3
84686,11000084685,-1,679923,679945.0,4,2
84687,11000084686,1452,810449,810498.0,2,3
84688,11000084687,75,544535,544569.0,1,1
84689,11000084688,-1,860013,860066.0,3,2
84690,11000084689,-1,985049,985065.0,5,2
84691,11000084690,1133,503941,503967.0,2,2
84692,11000084691,141,1158748,1158791.0,1,2
84693,11000084692,-1,1256224,1256239.0,2,1
84694,11000084693,91,840748,840792.0,3,2
84695,11000084694,1035,864319,864358.0,5,1
84696,11000084695,404,815194,815219.0,3,2
84697,11000084696,289,355898,355926.0,3,1
84698,11000084697,634,438590,438640.0,5,2
84699,11000084698,370,1139615,1139633.0,4,2
84700,11000084699,1376,1197239,1197283.0,2,1
84701,11000084700,-1,887550,887566.0,2,2
84702,11000084701,1259,546003,546026.0,4,2
84703,11000084702,162,1176013,1176036.0,2,2
84704,11000084703,-1,1019909,,4,2
84705,11000084704,1236,1140118,,1,2
84706,11000084705,292,471515,471538.0,1,2
84707,11000084706,700,956675,956681.0,2,2
84708,11000084707,1068,764080,764126.0,1,2
84709,11000084708,1218,1260926,1260952.0,3,2
84710,11000084709,-1,1189938,1189967.0,1,1
84711,11000084710,225,409398,409423.0,1,1
84712,11000084711,-1,854814,854855.0,5,2
84713,11000084712,-1,639212,639218.0,1,2
84714,11000084713,1224,703629,703634.0,1,1
84715,11000084714,1480,453678,,4,1
84716,11000084715,295,375653,375671.0,1,2
84717,11000084716,-1,374902,374959.0,5,1
84718,11000084717,-1,1136793,1136823.0,2,2
84719,11000084718,239,422644,422698.0,1,3
84720,11000084719,479,1250306,1250314.0,1,2
84721,11000084720,642,1003555,1003589.0,2,2
84722,11000084721,523,809731,809768.0,4,1
84723,11000084722,779,1045228,1045236.0,4,2
84724,11000084723,-1,1219074,1219099.0,4,1
84725,11000084724,144,1016492,,1,2
84726,11000084725,-1,1222147,1222168.0,1,1
84727,11000084726,1013,414007,414038.0,2,2
84728,11000084727,-1,547121,,1,2
84729,11000084728,376,852768,852770.0,4,2
84730,11000084729,1218,504479,504522.0,3,2
84731,11000084730,176,949942,949976.0,3,2
84732,11000084731,-1,955670,955720.0,5,1
84733,11000084732,-1,554861,554904.0,1,1
84734,11000084733,-1,690851,690886.0,2,2
84735,11000084734,1422,785431,785438.0,4,2
84736,11000084735,1002,896090,896126.0,4,2
84737,11000084736,-1,1196988,1197036.0,3,2
84738,11000084737,-1,630979,631012.0,2,2
84739,11000084738,-1,1139324,1139379.0,1,2
84740,11000084739,-1,1162115,1162143.0,2,2
84741,11000084740,977,576849,576891.0,3,2
84742,11000084741,426,726153,726184.0,2,2
84743,11000084742,284,716246,716253.0,5,3
84744,11000084743,381,823566,823612.0,5,1
84745,11000084744,1173,1088747,1088807.0,1,1
84746,11000084745,793,1253298,1253299.0,5,2
84747,11000084746,1266,1061863,1061920.0,5,1
84748,11000084747,15,436702,436720.0,2,2
84749,11000084748,79,877345,877401.0,2,2
84750,11000084749,-1,686898,686934.0,2,2
84751,11000084750,296,1063790,1063810.0,4,2
84752,11000084751,621,1202862,1202894.0,2,2
84753,11000084752,210,1043412,1043435.0,4,1
84754,11000084753,614,761108,761156.0,2,1
84755,11000084754,365,645005,645044.0,1,2
84756,11000084755,1260,359033,359056.0,1,2
84757,11000084756,803,865046,865088.0,1,1
84758,11000084757,924,420202,420228.0,5,2
84759,11000084758,1490,1115841,1115879.0,2,2
84760,11000084759,1271,502512,502565.0,3,2
84761,11000084760,313,539065,539079.0,5,2
84762,11000084761,967,450840,450883.0,2,3
84763,11000084762,384,1047269,1047327.0,1,3
84764,11000084763,112,592497,592511.0,2,2
84765,11000084764,1306,1115767,1115781.0,4,2
84766,11000084765,697,909998,,2,2
84767,11000084766,1385,1092583,1092610.0,2,2
84768,11000084767,606,707985,708000.0,1,1
84769,11000084768,1112,1174937,1174979.0,2,2
84770,11000084769,82,619469,619511.0,2,1
84771,11000084770,950,370068,370094.0,5,1
84772,11000084771,876,1224767,1224778.0,2,2
84773,11000084772,764,576826,576833.0,2,2
84774,11000084773,-1,622687,622736.0,2,2
84775,11000084774,-1,513866,513919.0,5,2
84776,11000084775,1116,757396,757397.0,2,1
84777,11000084776,302,1111800,1111838.0,3,2
84778,11000084777,490,827898,827921.0,2,2
84779,11000084778,-1,898856,898895.0,3,2
84780,11000084779,916,443912,443919.0,2,1
84781,11000084780,712,567152,567161.0,4,2
84782,11000084781,563,1245814,1245838.0,1,2
84783,11000084782,1321,1248763,1248789.0,5,2
84784,11000084783,901,812824,812856.0,1,3
84785,11000084784,-1,1212071,1212113.0,1,1
84786,11000084785,-1,627778,627794.0,2,2
84787,11000084786,1474,880208,880253.0,1,1
84788,11000084787,-1,1084216,1084259.0,4,2
84789,11000084788,-1,744833,744881.0,1,2
84790,11000084789,-1,435481,435501.0,2,2
84791,11000084790,344,691320,691360.0,1,2
84792,11000084791,-1,966298,966302.0,2,2
84793,11000084792,945,1088164,1088178.0,2,2
84794,11000084793,523,487404,487418.0,4,2
84795,11000084794,615,961057,961104.0,3,1
84796,11000084795,947,455175,455204.0,1,3
84797,11000084796,-1,506924,506972.0,4,2
84798,11000084797,387,1204842,1204878.0,2,2
84799,11000084798,647,892689,892691.0,1,1
84800,11000084799,774,421208,,1,1
84801,11000084800,900,1032335,1032357.0,1,2
84802,11000084801,848,927671,,2,2
84803,11000084802,181,1013820,1013841.0,2,2
84804,11000084803,1165,865005,865034.0,5,2
84805,11000084804,-1,1196306,1196318.0,2,2
84806,11000084805,790,431358,431411.0,3,2
84807,11000084806,839,803870,803928.0,2,2
84808,11000084807,-1,1099938,1099943.0,3,3
84809,11000084808,-1,981429,981475.0,3,2
84810,11000084809,-1,1247972,1248002.0,2,2
84811,11000084810,-1,781474,781530.0,2,2
84812,11000084811,87,649744,649757.0,4,2
84813,11000084812,-1,865888,865943.0,1,2
84814,11000084813,-1,844248,844265.0,5,3
84815,11000084814,132,574572,574617.0,2,2
84816,11000084815,900,396861,396894.0,2,2
84817,11000084816,1424,419343,419353.0,2,1
84818,11000084817,463,415205,415253.0,3,2
84819,11000084818,289,1229938,1229982.0,5,1
84820,11000084819,1494,1074245,1074255.0,1,2
84821,11000084820,1235,1145700,1145760.0,4,2
84822,11000084821,368,1053135,,2,1
84823,11000084822,363,1076707,1076738.0,5,1
84824,11000084823,-1,699402,699456.0,1,2
84825,11000084824,71,767870,767890.0,4,1
84826,11000084825,-1,970531,970543.0,4,2
84827,11000084826,-1,496484,496525.0,2,1
84828,11000084827,1328,991280,991290.0,2,1
84829,11000084828,161,453238,453275.0,1,2
84830,11000084829,32,772811,772844.0,2,1
84831,11000084830,1112,772138,772165.0,1,2
84832,11000084831,360,778330,778380.0,2,2
84833,11000084832,1428,486079,486094.0,2,1
84834,11000084833,49,379583,379617.0,2,1
84835,11000084834,181,456402,456420.0,2,2
84836,11000084835,-1,744806,744862.0,2,2
84837,11000084836,773,415955,416011.0,2,2
84838,11000084837,629,1235810,1235852.0,2,2
84839,11000084838,-1,1214396,1214448.0,3,2
84840,11000084839,1416,939711,939715.0,1,1
84841,11000084840,-1,1216526,1216540.0,2,2
84842,11000084841,-1,607943,607997.0,3,2
84843,11000084842,1337,1147322,1147359.0,1,2
84844,11000084843,-1,959441,959494.0,2,2
84845,11000084844,168,845761,845803.0,1,2
84846,11000084845,472,869946,869996.0,4,1
84847,11000084846,-1,539379,539423.0,1,2
84848,11000084847,1070,536388,536406.0,2,2
84849,11000084848,-1,1043598,1043653.0,1,2
84850,11000084849,-1,1196751,1196774.0,4,1
84851,11000084850,-1,1011994,1012022.0,2,2
84852,11000084851,-1,754924,754960.0,2,1
84853,11000084852,897,422896,422910.0,1,3
84854,11000084853,580,626613,626618.0,2,2
84855,11000084854,954,998415,998441.0,5,2
84856,11000084855,-1,637029,637054.0,1,2
84857,11000084856,677,519127,519173.0,4,2
84858,11000084857,1416,998952,999000.0,2,2
84859,11000084858,-1,1131307,1131358.0,2,3
84860,11000084859,1212,510300,510359.0,2,2
84861,11000084860,797,552574,552630.0,1,3
84862,11000084861,148,358280,358293.0,1,1
84863,11000084862,584,442191,,2,2
84864,11000084863,50,597728,597781.0,2,3
84865,11000084864,717,453255,453276.0,2,1
84866,11000084865,343,751525,751563.0,1,2
84867,11000084866,730,913388,913416.0,5,2
84868,11000084867,537,1011616,1011670.0,2,1
84869,11000084868,895,1239688,1239691.0,1,2
84870,11000084869,553,772559,772599.0,5,2
84871,11000084870,-1,491106,491155.0,4,2
84872,11000084871,-1,1002234,1002244.0,1,2
84873,11000084872,154,960275,960324.0,1,1
84874,11000084873,440,1102570,1102580.0,1,2
84875,11000084874,1171,472494,472536.0,1,1
84876,11000084875,-1,1047093,,1,3
84877,11000084876,486,1264449,1264463.0,2,1
84878,11000084877,-1,367351,367361.0,3,1
84879,11000084878,-1,708686,708697.0,2,2
84880,11000084879,197,1057914,1057952.0,2,2
84881,11000084880,-1,1084863,1084923.0,2,2
84882,11000084881,1360,500635,500692.0,1,2
84883,11000084882,586,472240,472248.0,1,1
84884,11000084883,643,1186407,1186425.0,2,1
84885,11000084884,-1,764345,764371.0,2,2
84886,11000084885,-1,1224765,1224802.0,1,3
84887,11000084886,84,447092,447141.0,4,2
84888,11000084887,-1,1037298,1037309.0,1,3
84889,11000084888,-1,630667,630713.0,2,2
84890,11000084889,-1,431789,431808.0,1,1
84891,11000084890,1078,520493,520548.0,1,1
84892,11000084891,107,355371,355377.0,2,1
84893,11000084892,654,562262,562313.0,5,2
84894,11000084893,-1,736407,736443.0,3,2
84895,11000084894,377,992534,992546.0,4,2
84896,11000084895,-1,1098670,1098674.0,1,3
84897,11000084896,1308,1248776,1248792.0,1,1
84898,11000084897,1008,1206841,1206849.0,1,1
84899,11000084898,575,463375,,1,2
84900,11000084899,-1,389435,389483.0,5,2
84901,11000084900,461,508277,508316.0,1,2
84902,11000084901,-1,937054,937096.0,2,1
84903,11000084902,-1,1060867,1060927.0,1,2
84904,11000084903,61,373846,373879.0,2,1
84905,11000084904,608,948558,948583.0,1,1
84906,11000084905,869,805502,805548.0,2,1
84907,11000084906,544,1255383,1255417.0,1,2
84908,11000084907,-1,1139606,1139621.0,4,1
84909,11000084908,1441,861710,861744.0,5,1
84910,11000084909,1293,622264,622267.0,4,2
84911,11000084910,-1,973431,973476.0,1,3
84912,11000084911,-1,626963,626993.0,2,1
84913,11000084912,-1,1264841,1264901.0,1,1
84914,11000084913,-1,629882,629925.0,4,1
84915,11000084914,1292,620449,620492.0,2,2
84916,11000084915,-1,1085114,1085162.0,4,2
84917,11000084916,71,1253736,1253765.0,1,2
84918,11000084917,-1,554301,554306.0,2,2
84919,11000084918,-1,1247825,1247864.0,5,2
84920,11000084919,435,1183817,1183822.0,5,1
84921,11000084920,-1,696375,696435.0,1,1
84922,11000084921,742,509397,509418.0,2,1
84923,11000084922,746,1073115,,1,2
84924,11000084923,404,462664,462665.0,1,1
84925,11000084924,-1,987797,987799.0,1,2
84926,11000084925,761,1254349,1254386.0,4,2
84927,11000084926,212,743084,743093.0,1,1
84928,11000084927,-1,1126723,1126774.0,1,3
84929,11000084928,52,997283,997290.0,2,1
84930,11000084929,82,772221,772247.0,5,1
84931,11000084930,1001,468216,468275.0,3,2
84932,11000084931,549,1083759,1083760.0,5,2
84933,11000084932,412,718548,718578.0,2,1
84934,11000084933,757,1245164,1245209.0,1,2
84935,11000084934,976,697587,697595.0,3,2
84936,11000084935,-1,468747,468796.0,2,1
84937,11000084936,999,1050390,1050445.0,4,2
84938,11000084937,454,1246742,1246761.0,3,2
84939,11000084938,-1,1158019,1158022.0,2,2
84940,11000084939,140,476326,476373.0,1,2
84941,11000084940,426,391438,391466.0,5,2
84942,11000084941,252,684835,684844.0,1,1
84943,11000084942,-1,824062,824119.0,1,1
84944,11000084943,-1,1228613,1228660.0,1,1
84945,11000084944,767,812993,813023.0,1,2
84946,11000084945,13,711978,712032.0,2,2
84947,11000084946,996,402344,402379.0,3,1
84948,11000084947,-1,425542,425570.0,3,2
84949,11000084948,-1,471226,471235.0,2,2
84950,11000084949,-1,530923,530930.0,2,2
84951,11000084950,-1,696253,696280.0,1,1
84952,11000084951,84,943271,943295.0,4,1
84953,11000084952,679,1067130,1067175.0,2,2
84954,11000084953,710,355778,355829.0,4,1
84955,11000084954,-1,987025,987042.0,2,2
84956,11000084955,822,638014,638052.0,4,2
84957,11000084956,525,710548,710571.0,1,1
84958,11000084957,-1,720850,720869.0,1,1
84959,11000084958,116,411601,411657.0,2,2
84960,11000084959,-1,412568,412615.0,5,2
84961,11000084960,-1,416057,416094.0,1,2
84962,11000084961,-1,1171318,1171351.0,5,1
84963,11000084962,1499,595243,595253.0,1,2
84964,11000084963,-1,709172,709227.0,1,2
84965,11000084964,61,1236875,1236909.0,4,1
84966,11000084965,1475,707848,707888.0,2,2
84967,11000084966,812,1272102,1272113.0,2,2
84968,11000084967,-1,497107,497129.0,4,2
84969,11000084968,772,385025,385038.0,1,1
84970,11000084969,-1,953705,953760.0,1,2
84971,11000084970,-1,1079982,1079997.0,4,1
84972,11000084971,500,1029675,1029725.0,2,2
84973,11000084972,519,871017,871058.0,2,2
84974,11000084973,-1,1126755,1126781.0,5,2
84975,11000084974,864,826693,,1,1
84976,11000084975,-1,734394,734424.0,5,2
84977,11000084976,-1,420824,420844.0,4,2
84978,11000084977,-1,788524,788547.0,3,2
84979,11000084978,1233,955127,955145.0,2,1
84980,11000084979,795,638264,638275.0,1,2
84981,11000084980,1283,971288,971327.0,5,1
84982,11000084981,392,422068,422125.0,1,2
84983,11000084982,942,418909,418953.0,2,2
